episode;date;teaser
1229;14-8-2020;Wim en Nelleke wonen in een moderne, duurzame interpretatie van een historische langhuis en hef-kok Ramon Brugman maakt oranje kasteeltjes.
1230;15-8-2020;Interieurontwerper Theo Bert realiseert een walk-incloset, chef-kok Ramon bezoekt een andijviekweker en koeienherder Elsbeth.
1231;17-8-2020;Een koninklijke rondleiding door het stadspark van Maastricht en Désirée woont in hartje Maastricht in haar eigen monumentale paleisje.
1232;18-8-2020;Sharon maakt een creatief gerecht met houdbare producten en urban ecoloog André toont de gevolgen van de coronacrisis in zijn stad Rotterdam.
1233;19-8-2020;Nadia maakt handgerolde couscous tfaya met zeven groenten en tuinspecialist Martin Stuger laat zich inspireren door De Tuinen van Appeltern.
1234;20-8-2020;Een oud gymlokaal in Den Haag is duurzaam verbouwd tot familiehuis en Markus Eeftinck Schattenkerk ontdekt elke dag weer nieuwe plantjes op Buitenplaats Doornburgh.
1235;21-8-2020;Marga en Ron hebben een voormalige bloembollenschuur verbouwd tot woonhuis en Ramon maakt brownies met zachte karamel en krokante pinda's.
1236;22-8-2020;Een Veluwse boerderij met brocante en Alain ontmoet gelukkige geiten.
1237;24-8-2020;Maarten en Rieke wonen in de bossen bij Arnhem in een voormalig militair schoolgebouw en Alain maakt een gerecht met tulpenbollen.
1238;25-8-2020;De beroemdste boomgaard van Joop Koopman in Bemmel en Ramon maakt versgebakken tortilla met lamsvlees.
1239;26-8-2020;Valentijn Carbo bezoekt Huis De Trompenburgh, een 17e-eeuwse architectonische parel en Marieke is in een Nijmeegs voorjaarsbos: De Duivelsberg.
1240;27-8-2020;Nadia maakt een feestelijk ramadangerecht: b'stilla en een uniek stukje poldernatuur tussen de hoge gebouwen van het Science Park in Amsterdam.
1241;28-8-2020;Een moederdagverrassing in huis door Theo-Bert voor zijn buurvrouw en Alain maakt een aspergegerecht voor Moederdag.
1242;29-8-2020;Het gaat slecht met de bij. Ramon Brugman, chef-kok van het tv-programma BinnensteBuiten, trekt zich het lot van de bij aan. We volgen hem in zijn avontuur als beginnend imker.
1243;31-8-2020;Marcel en Rowita wonen in een duurzaam paradijsje in Drenthe, Ramon maakt salade met gerookte zalm en boswachter Marieke bezoekt de Hondsbossche duinen bij Petten.
1244;1-9-2020;Theo-Bert creeert een unieke kleurrijke werkplek voor Julia, Sharon maakt een kleurrijke nacho-bowl en Landgoed De Lievendael staat vol in bloei.
1245;2-9-2020;Een oude bloemenwinkel is omgetoverd tot creatief familiehuis en Tuin de Lage Oorsprong in Oosterbeek is in ere hersteld.
1246;3-9-2020;Een duurzame Spakenburgse watervilla, Alain maakt een vrolijke salade met de moestuinmeisjes en Rob en Astrid genieten van hun zomerse tuin.
1247;4-9-2020;De voormalige sluiswachterswoning van Birgit ligt in een idyllische omgeving en Nadia gaat in Almere aan de slag met versgeplukte vlierbloesems.
1248;5-9-2020;Een kleurrijke villa in Deventer, Sharon maakt een frambozencrumble en dierenarts Maurits en Monique hebben allerlei dieren los rondlopen.
1249;8-9-2020;Een sfeervol verbouwd oud huis in Zaandam, Ramon maakt Libanese kipspiesjes en de tuin van Jan Graafland is een ongekende oase.
1250;9-9-2020;Eugenie woont heerlijk in haar monumentale gemaal, Sharon maakt brood gevuld met kaasfondue en Martin creëert een sfeervolle stadstuin.
1251;10-9-2020;Een verbouwde pastorie is nu een fijn familiehuis en Camilla gaat op zoek naar zeldzame strandbroeders aan de Zeeuwse kust.
1252;11-9-2020;Het huis van Eef en Cees draait 180 graden met de zon mee en Alain gaat wildplukken in de duinen van Oostvoorne met herborist Dave Zwaartman.
1253;12-9-2020;Een jong gezin in een buitengebied in Drenthe, Ramon maakt in de buitenkeuken pittige hotdogs en Toma met mooie bloemen.
1254;14-9-2020;Ramon bezoekt aardbeientelers in Uden en maakt een aardbeienslof en Marieke ontdekt in de kano het mooie landschap bij Broek in Waterland.
1255;15-9-2020;Valentijn Carbo toont het koopmanshuis Bonck in Hoorn, Sharon maakt champignonkroketjes met andijviesalade en een eetbare tuin in Ressen.
1256;16-9-2020;Theo-Bert Pot haalt in de woonkamer van Jan en Rineke de natuur naar binnen en Alain Caron bezoekt een waterbuffelboerderij in Boxtel.
1257;17-9-2020;Een karakteristiek Rotterdams landhuis in Engelse stijl en Nadia Zerouali is in de stadsmoestuin van Doetinchem.
1258;18-9-2020;Dirk en Jolanda houden van roze en retro in hun huis, Alain Caron is op landgoed Zuylestijn en de witte bloementuin van Klazina in Harmelen.
1259;19-9-2020;Wonen in een oude boerderij in een oprukkende Vinex-wijk, Sharon maakt een nachobowl en Marieke bezoekt de Hondsbossche duinen.
1260;21-9-2020;Een knus dijkhuis in Ilpendam met een enorme tuin vol wilde bloemen en boswachter Harco Bergman en zijn zoon zien jonge roofvogels in het Kuinderbos.
1261;22-9-2020;Simone woont in een voormalige douanepost, Sharon maakt een Koreaans gerecht: bimimbap en de kasteeltuin bij kasteel Assumburg in Heemskerk.
1262;23-9-2020;Ramon is in Utrecht bij een bierbrouwerij en broodbakker in een en Camilla is in de Krimpenerwaard voor haar geliefde weidevogels.
1263;24-9-2020;Het oude stadhuis in Steenbergen is nu een heerlijk familiehuis en Alain is in Drenthe bij een biologische kruidenteler.
1264;25-9-2020;Het eerste huis in Nederland van gerecycled plastic, Ramon maakt een Philly cheesesteak-sandwich en Martin vrolijkt de tuin van Paula op.
1265;26-9-2020;Wonen in een ronddraaiend huis en Alain bezoekt waterbuffels in Boxtel.
1266;28-9-2020;Een zelfgebouwd huis van stro en leem, Ramon maakt tortilla met lamsvlees en Marieke zoekt bijzondere vlinders op de Strabrechtse Heide.
1267;29-9-2020;Een oud kantoorpand in Nijmegen wordt een heerlijk familiehuis en Alain proeft falafel, gemaakt van het pulp van groenten en fruit.
1268;30-9-2020;Wim en Josephine wonen op een oude scheepswerf, Nadia proeft botanische kombucha en een prachtige tuin voor mens en dier in De Blesse.
1269;1-10-2020;Theo-Bert knapt de woonkamer op van een hofjeswoning in Leiden, Ramon maakt een hartige bloemkooltaart en bloeiende heide in het Gooi.
1270;2-10-2020;Een kleurrijk huis in Drachten, Sharon maakt rendang met pittige sperziebonen en de bijzondere tuin van het echtpaar Verkerke.
1271;5-10-2020;Alain Caron is bij Marc van Rijselberghe op Texel voor onderzoek naar zilte groenten en Camilla op zoek naar de draaihals op de Hoge Veluwe.
1272;6-10-2020;Wonen in een vrachtschip vol regenboogkleuren, Sharon maakt pompoentaart en op de grens van Nederland en België ligt kasteeltuin Ravenhof.
1273;7-10-2020;Een voormalig mijnwerkershuis in het Belgische Genk is ingericht in de jaren 6o-stijl en Ramon is bij bloemen- en bijenkweker Marco.
1274;8-10-2020;Op Terschelling woont Marleen in een huis vol vintage, Sharon maakt gebakken rijst met garnalen en Martin helpt Petra met haar tuinprobleem.
1275;9-10-2020;In Holten wonen Isla en Lucas in hun duurzame droomboerderij en Alain Caron is op bezoek bij een bessenkwekerij.
1276;12-10-2020;Wonen in het voormalige anatomiegebouw in Utrecht, Ramon maakt roti met een eigen twist en een schilderij van bloemen in de tuin van Maria.
1277;13-10-2020;Architectuurhistoricus Valentijn laat zien hoe uniek villa Rams Woerthe in Steenwijk is en Marieke daalt af in de vuursteenmijnen van het Savelsbos.
1278;14-10-2020;Een zelfontworpen duurzaam huis met sedumdak, Sharon maakt pindakaasbrood met misosoep en de tuin van Museum de Buitenplaats in Eelde.
1279;15-10-2020;Theo-Bert helpt Trix en Jef met het inrichten van een zitkamer, Ramon maakt een chique tartaar en gezamenlijk appels plukken in IJsselstein.
1280;16-10-2020;Een 19e-eeuws huis vol authentieke details en kunst in Utrecht en Alain bezoekt een alternatieve voedselbank in Rotterdam.
1281;17-10-2020;Kunstnaar Simone woont in een oude douanepost, Ramon maakt een hartige taart en Camilla spot bijzondere vogels op de Veluwe.
1282;19-10-2020;Het iconische huis van de overleden architect Mart van Schijndel en zijn vrouw Natascha, Nadia kookt met vegetarische bitterballen.
1283;20-10-2020;Een huis vol kleur en familieschatten uit Indonesië, Sharon kookt in stadsverpleeghuis Eindhoven en een verzameling huisdierrassen in Ell.
1284;21-10-2020;Alain proeft biologische rode bieten en aan de rand van de Waddenzee in Friesland spot Camilla steltlopers bij een hoogwatervluchtplaats.
1285;22-10-2020;In het bosrijke Doorn lijkt het huis van Veronique op een Engelse cottage en een bijzondere klus voor Martin Stuger.
1286;23-10-2020;Youetta en Sandra wonen in een voormalige paardenstal in Ede, Ramon maakt een rode viscurry met saffraanrijst en een siermoestuin in Wolfheze.
1287;26-10-2020;Wonen in gemeentelijk monument in Hoogkarspel, Alain is bij biologisch tuinder Els Hegger en een droomtuin vol dahlia's in Lottum.
1288;27-10-2020;Een tiny house op wielen van 20 m2 in Den Bosch, Ramon maakt zelfgemaakte bamischijven en de koninklijke tuinen van Paleis Soestdijk.
1289;28-10-2020;Acht bevriende zestigplussers wonen in het voormalig weeshuis in Leiden en Alain Caron reist naar Texel voor Aberdeen Angus-koeien.
1290;29-10-2020;Theo-Bert richt twee jongenskamers zeer creatief én tijdloos in, Sharon maakt empana met kippensoep en biologische kas als ontmoetingsplek in Haarlem.
1291;30-10-2020;Halloween bij BinnensteBuiten: Nadia maakt soep van de biologische pompoenen van Wilma en Erik en boswachter Marieke gaat op zoek naar spinnen.
1292;2-11-2020;Binnenkijken in het oudste huis van Pijnacker, Sharon maakt shoarma van champignons en Allerzielen op natuurbegraafplaats in Winschoten.
1293;3-11-2020;Een energieneutrale schuurwoning, Ramon maakt worstenbroodjes met minestronesoep en in Driebergen maakt Martin een groen paradijs van een kaal schoolplein.
1294;4-11-2020;Wonen in historisch landhuis van Lier Lels in Assen en Leon oogst biologische hop in Veenhuizen voor speciaalbieren.
1295;5-11-2020;Kleurrijk rijtjeshuis in Warmond, Sharon maakt een ovenschotel met pompoenpuree en genieten van de natuur op Terschelling.
1296;6-11-2020;Een jaren 30-huis in Geldrop en Alain bezoekt een biologische melkveehouderij waar kalfjes bij hun moeder blijven.
1297;9-11-2020;Wonen in de schuur van een voormalige tabaksboer en Ramon ziet in Zeeland hoe prei op water wordt geteeld.
1298;10-11-2020;Een Zweeds-Frans interieur in Amsterdam, Alain neemt zoon David mee naar een wijndomein in Thorn en prachtige bloeiende zeekraal in Zeeland.
1299;11-11-2020;Theo-Bert creëert in een kas een heerlijke chillplek, Sharon maakt een sticky toffeetaart en varkens in Hellendoorn wroeten in de modderpoel.
1300;12-11-2020;Speciale uitzending over paddenstoelen. In Drenthe gaan chef-kok Alain en boswachter Marieke samen op zoek naar bijzondere soorten.
1301;13-11-2020;Eclectisch jaren 30-huisje in Drenthe en Ramon maakt sushirollen.
1302;16-11-2020;Een uitgewoond studentenpand is nu een heerlijk huis, Nadia proeft Zeeuwse kikkererwten en Marieke bezoekt een verrassend, Fries natuurgebied.
1303;17-11-2020;Een transparante woonark in Amsterdam, Sharon maakt pitjel met bakabana en Martin bouwt met Francisca een overkapping in haar moestuin.
1304;18-11-2020;René en Annette hebben hun boerderij uit de 15e eeuw met behoud van oude details opgeknapt en Alain is op Terschelling met wildplukker Majanne.
1305;19-11-2020;Valentijn bezoekt een uniek architectonisch huis in Nagele, Ramon maakt verse pasta met bospaddenstoelen en de duurzame tuin van Anne.
1306;20-11-2020;Een Rotterdamse woning in mid-centurystijl en Leon en Lendl bezoeken de unieke duurzame wijngaard van Johan in Lelystad.
1307;23-11-2020;Wonen in een voormalige garage in Utrecht, Ramon bakt verse kaneelkrakelingen en genieten van deeltuinen in tijden van corona.
1308;24-11-2020;Een interieurmix van allerlei culturen in Papendrecht, Sharon maakt een salade met pompoen en Camilla ziet bijzondere vogels bij het Zwanenwater.
1309;25-11-2020;Alain bezoekt een wijnboer zonder wijngaard in Alphen aan den Rijn en Landgoed Fraeylemaborg in Slochteren.
1310;26-11-2020;Een droom van een boerderij in Oud-Zuilen en Ramon maakt een Thanksgiving-gerecht met vrije-uitloopkalkoen.
1311;27-11-2020;Theo-Bert helpt de 82-jarige Lia met haar woonkamer, Sharon maakt wortel-courgettesoep en natuurgebied Het Enters Reggedal als achtertuin.
1312;30-11-2020;Wonen in een loft in een oude basisschool in Rotterdam, het eeuwenoude heggenvlechten in Bemmel en Leon maakt een hete saus van pepers.
1313;1-12-2020;Een bijzonder huis in Amsterdamse-Schoolstijl in Roosendaal, Sharon maakt een bruinebonenovenschotel en Martin helpt met de bouw van een kas.
1314;2-12-2020;Gerard en Leen hebben in Oost-Groningen hun beschadigde huis aardbevingsproof gemaakt en Ramon ontmoet in Boekelo mobiele kaasmaker Henk.
1315;3-12-2020;Nadia bezoekt sojaboeren in Enschede en boswachter Marieke spot burlende herten in Zeeland.
1316;4-12-2020;Een duurzaam droomhuis op het Amstelveense platteland, Ramon maakt petitfours van speculaas en Schoonoord is een groene oase in hartje Rotterdam.
1317;7-12-2020;Wonen in een duurzame, oude kleuterschool, Sharon maakt bloemkoolsoep met saucijzenbroodjes en Floralia Park Oosterhout is een tuin die verbindt.
1318;8-12-2020;Alain maakt een gerecht met Haarlemse droge worsten en een exclusief kijkje in de Japanse tuin van landgoed Clingendael.
1319;9-12-2020;Jan en Debby hebben van een oude diervoederfabriek hun droomhuis gemaakt en Ramon bezoekt een kleinschalige slakkenkwekerij in Limburg.
1320;10-12-2020;Arie en Heleen wonen in een romantische theekoepel in Hardinxveld-Giessendam en Alain bezoekt een biologische schapenboer op Terschelling.
1321;11-12-2020;Theo-Bert helpt Machteld aan een slaapkamer in oosterse sferen, Ramon maakt steak tartaar en Marieke is in het landschap van de Maasheggen.
1322;14-12-2020;Een zelfvoorzienend tiny house in Noordwijk, Nadia maakt een pistache-meringuetaart en Martin verrast een zorgheld met een kerststuk.
1323;15-12-2020;Een sprookjesachtig gelegen boerenwoning nabij Vaals, Ramon maakt drie amuses voor Kerst en Camilla gaat met een vogel- en natuurschilder op pad.
1324;16-12-2020;Het middeleeuwse Dekemahuis in Franeker en voor het kerstvoorgerecht gaat Leon strandvissen op Zandvoort.
1325;17-12-2020;"De Schipperskerk van Marieke en Pierre in Sittard zorgt voor een beetje licht in de duisternis; Alain maakt een heerlijk vegetarisch hoofdgerecht voor Kerst."
1326;18-12-2020;Jens en Marthe houden van een kersthuis vol glamour, Sharon maakt semifreddo voor het kerstdessert en scharrelkerstbomen op de Hoge Veluwe.
1327;21-12-2020;Theo-Bert verrast een woongroep in een oude pastorie in Boxtel met een hal in kerstsfeer en een hulstkwekerij in Dedemsvaart.
1328;22-12-2020;Een bijzonder monumentaal pand in Geervliet is volledig in kerstsfeer gebracht en Ramon maakt oliebollen en brengt ze rond.
1329;23-12-2020;Een Amsterdamse benedenwoning in Afrikaanse kerststijl, Sharon maakt een aardappelovenschotel met vegetarisch gehakt en maretakken in Moergestel.
1330;24-12-2020;Een oud Zwitsers huisje is nu een stoere woning, Nadia maakt een hartige taart uit het Midden-Oosten en kerstbomenwandeling op landgoed Schovenhorst.
1331;25-12-2020;Een authentiek ingerichte boerderij in Luttenberg en een wandeling voor boswachter Marieke met Anneke, die blind is.
1332;28-12-2020;Valentijn Carbo laat de unieke villa Rams Woerthe in Steenwijk zien en Ramon bezoekt een boer die kerstbomenpulp voor de koeienstal gebruikt.
1333;29-12-2020;Bart en Lise-Lott hebben een oude meelfabriek in Gaanderen verbouwd tot woonhuis en Alain gaat ambachtelijk visroken op Terschelling.
1334;30-12-2020;BinnensteBuiten sluit het jaar 2020 af op Texel.
1335;31-12-2020;Creatief ingericht Delfts grachtenpandje, Sharon maakt pastinaakfrietjes met kabeljauw en gewonde inheemse dieren worden opgevangen in Halle.
1336;4-1-2021;Theo-Bert geeft de woonkamer van Nemat en Judith Perzische elementen en Alain Caron proeft camembert van Hollandse bodem.
1337;5-1-2021;Een kleurrijke doorzonwoning in Hilversum, Ramon maakt een zuurkooltaart en Sjaak en Ellen hebben ook in de winter een groene tuin.
1338;6-1-2021;Van verbouwde loods naar industrieel woonhuis, Sharon maakt een driekoningentaart en in Kijkduin ligt een kunstwerk midden in het landschap.
1339;7-1-2021;Een duurzaam strobalenhuis in Den Dungen, Nadia maakt iets lekkers van verse karnemelk en wildplukken met Marin.
1340;8-1-2021;In Utrecht restaureert Paul Smit vijftig jaar lang een 17e-eeuws woonhuis in authentieke staat en Marieke zoekt otters in Friesland.
1341;9-1-2021;Ecovriendelijk designhuis in Amstelveen, Ramon bakt kaneelkrakelingen en boswachter Marieke ontdekt de Millingerwaard met de blinde Anneke.
1342;11-1-2021;Een vintagepaleisje in Klein-Zundert, Ramon maakt italiaanse pasta en Ambers kalkoenen in Zuidbroek.
1343;12-1-2021;Een duurzame villa in Rotterdam, Sharon maakt bietensalade met zoete aardappelkoekjes en Marieke in de vuursteenmijnen van het Savelsbos in Zuid-Limburg.
1344;13-1-2021;Rino en Irma zijn gelukkig in hun 25 meter hoge molen zonder wieken en Alain Caron bakt in Nijmegen taarten van afgekeurde groenten en fruit.
1345;14-1-2021;Een jaren 30-woning in Haarlem, Sharon maakt peterseliewortelsoep met uien-tarte tatin en Martin maakt van een tegeltuin een groen speelparadijs.
1346;15-1-2021;Cultuurhistoricus Valentijn bezoekt huis Van Eysinga in Leeuwarden en Leon gaat bier brouwen en vogels spotten in Diemen.
1347;16-1-2021;Levensloopbestendige woning in Oost-Groningen, Sharon maakt wortel-courgettesoep en biologische varkenshouderij in Hellendoorn.
1348;18-1-2021;In het huis van Inge en Hugo waan je je in de jaren 50 en 60 en door de wildcamera's in het Hart van Drenthe ziet Marieke hoe het bos 's nachts tot leven komt.
1349;19-1-2021;Nadia en Jules maken van een voormalige woning van een hoofdmeester een kleurrijk huis en Ramon snijdt zijn gerecht met de ambachtelijk gesmede messen van Floris.
1350;20-1-2021;Van kantoor naar duurzaam monument in Middelburg en Nadia bezoekt in Alphen aan den Rijn een melkboer die verse karnemelk maakt.
1351;21-1-2021;Theo-Bert knapt voor middelbarescholier Peer zijn slaapkamer op, Sharon maakt hete bliksem met stoofpotje van jackfruit en taxichauffeur wordt varkenshoeder.
1352;22-1-2021;Een brocante boerderij in Leveroy en Leon proeft de plantaardige shoarma van Pascal in Zuid-Schermer.
1353;23-1-2021;Een oude kleuterschool wordt een duurzame woning, Ramon maakt bamischijven en Camilla spot duizenden steltlopers en een zeearend.
1354;25-1-2021;Wonen in een gerenoveerd kerkje, plantaardige shoarma in Zuid-Schermer en Martin brengt leven in een tuin op het noorden.
1355;26-1-2021;Het hippe, Amsterdamse appartement van Ruud ademt een luxe sfeer, Sharon maakt tofusaté en landgoed Remmerstein is een oude parel.
1356;27-1-2021;Een oud binnenvaartschip in Meppel is nu een knusse woning, Ramon maakt een appelslof en Camilla ziet watervogels bij de pier van IJmuiden.
1357;28-1-2021;In Winterswijk renoveren Eddy en Marianne een oud theater tot bijzonder woonhuis en Alain is op bezoek bij een Amsterdams-Italiaanse pastafabriek.
1358;29-1-2021;Het gloednieuwe huis van Jeanine en Ton uit Hengelo zit vol duurzame en inventieve oplossingen en een dierenwalhalla in Drempt.
1359;30-1-2021;Jan en Debby verbouwen een diervoederfabriek tot droomhuis, Sharon maakt een broodje shoarma van champignons en Louis Dolmans vlecht heggen.
1360;1-2-2021;Hollandse kimchi in de Midden-Beemster en Marieke is op Terschelling om de grijze zeehond te spotten.
1361;2-2-2021;Theo-Bert creëert een knusse woonkamer in een ecohuis, Ramon maakt hachee met rode kool en het bijzondere Agnetapark in Delft.
1362;3-2-2021;Laura woont in een volledig jaren 70-interieur, Sharon maakt een Japanse groentepannenkoek en de parels van het Rijsterbos in Friesland.
1363;4-2-2021;Een gezellig en hip gezinshuis in Wassenaar en Alain bezoekt een rumdistilleerderij in Diemen.
1364;5-2-2021;Valentijn bezoekt het Jachthuis Sint Hubertus in Hoenderloo en Nadia maakt koshari, oftewel Egyptisch streetfood.
1365;6-2-2021;Theo Bert bedenkt oplossingen voor een kleine slaapkamer, Ramon maakt pittige pasteitjes en Amber is verknocht aan haar bijzondere kalkoenen.
1366;8-2-2021;Margot woont in het smalste huis van Dordrecht, Ramon maakt kaas-uienstokbrood met mosterdsoep en Marieke onderzoekt de voedselketen op de Veluwe.
1367;9-2-2021;Een designhuis vol kleur in Hooglanderveen, Sharon maakt noedels met groentes en sprinkhanen en een prachtig landvarken: de Bonte Bentheimer.
1368;10-2-2021;Jasper en Tijn hebben hun drive-inwoning ingericht met jaren 80-design en Alain is bij koolstofboer Raymond Niesten in Maastricht.
1369;11-2-2021;Kunstenares Maya is trots op haar kleurrijke borg uit 1391 in Midwolda en Leon Mazairac gaat aan de slag met verse kabeljauw en hollandaisesaus.
1370;12-2-2021;Peter woont in een duurzame woonwagen, Ramon maakt stroopkoeken voor Valentijnsdag en Martin helpt Kim om van haar oprit een oase te maken.
1371;13-2-2021;Dirk en Jolanda houden van roze en retro in huis, Alain Caron proeft camembert uit Holland en zwanenexpert Jan over de liefde tussen zwanen.
1372;15-2-2021;Een oud zusterhuis in Zutphen is omgetoverd tot een fijn familiehuis en Alains eigengemaakte sojasaus wordt na drie jaar geperst.
1373;16-2-2021;Een ecohuis met gouden kozijnen op IJburg, Sharon maakt gefrituurde aardappelpuree met groente en het groene paradijs van Landgoed Prattenburg.
1374;17-2-2021;Wonen in de kerk in het havengebied in Rotterdam en Nadia maakt Maqlouba met kruidige yoghurt.
1375;18-2-2021;Theo-Bert helpt Marieke met haar woonkamer, Ramon maakt een broodje Surinaamse kip en in 't Gooi kan je in alle rust reeën bewonderen.
1376;19-2-2021;Twee zussen wonen met hun partners in een villa aan zee en Alain ontmoet twee vriendinnen die zich inzetten voor de jackfuit.
1377;20-2-2021;Eddy en Marianne wonen in een art-decotheater, Ramon maakt een kaas-uienstokbrood, mosterdsoep en salade en taxichauffeur Nick is nu de trotse eigenaar van zeventig Tamworthvarkens.
1378;22-2-2021;Duurzaam leven in een glazen woonboot in Amersfoort, Ramon maakt historische peper-gemberkoek en Martin knapt een dertig jaar oude voortuin op.
1379;23-2-2021;Een verbouwd winkelpand vol kunst en vintage in Waalwijk, Sharon bakt een historische hoenderpastei en de kasteeltuin van Slot Zuylen.
1380;24-2-2021;Het oude kantongerecht in Terborg is nu een fijn woonhuis en Alain kookt met culinair historica Manon Henzen.
1381;25-2-2021;Een huis aan de Singel in Enschede in retrostijl, Nadia weckt citrus en Marieke in de Millingerwaard met hoogwater.
1382;26-2-2021;1000ste aflevering!
1383;27-2-2021;Een door de kijkers samengestelde aflevering ter ere van onze 1000e aflevering.
1384;1-3-2021;Wonen in een oude bakkerij in de Elfstedenstad IJlst, Sharon maakt gepofte knolselderij met bulgur en een ecologische tuin in het Gelderse Laren.
1385;2-3-2021;Theo-Bert helpt Ria met het inrichten van haar serre, Ramon maakt slavinken bij een stamppot en een prachtig sneeuwtapijt in de tuin van Yvonne.
1386;3-3-2021;Een bijzonder huis in België vol duurzame oplossingen en technische snufjes en Alain bezoekt de inspirerende sterrenchef Margo Reuten.
1387;4-3-2021;Een creatief huis in art-nouveaustijl in Den Haag en Camilla spot tienduizenden smienten op het schaarse open water.
1388;5-3-2021;Marieke gaat op de Veluwe op zoek naar dierensporen in de sneeuw en Leon maakt in de kookstudio een Aziatisch eitje met een linzensoep en risotto.
1389;6-3-2021;Margot woont in het smalste huis van Dordrecht, Leon bezoekt Pascal die plantaardige shoarma maakt en een dierenparadijs in Drempt.
1390;8-3-2021;Een ambassadeurspakhuisje in Groningen, Ramon maakt sajoer tahoe en in een sneeuwlandschap ziet vogelaar Camilla vele bijzondere vogelsoorten.
1391;9-3-2021;Kleurrijk inclusief wonen in Sterksel, Nadia proeft vegan gebak in Monster en een exclusief kijkje in de Hortus Botanicus Amsterdam.
1392;10-3-2021;Een 17e-eeuws pand in de binnenstad van Amsterdam en truffels zoeken in de duinen bij Noordwijk.
1393;11-3-2021;Een postkantoor in Workum, Sharon maakt met bruine bonen gevulde aubergines en heel veel lammetjes op een schapenboerderij in Voorschoten.
1394;12-3-2021;Een oude boerderij in het Zeeuwse Kats is verbouwd tot een statig herenhuis en Leon en Margot proeven Hollandse calvados.
1395;13-3-2021;Nadia en Jules wonen in een hoofdonderwijzerswoning, chef-kok Ramon Brugman bakt een appelslof en reeën spotten met boswachter Mirjam de Hiep.
1396;15-3-2021;Een appartement in een oude kerk in Zwolle, Sharon de Miranda maakt Surinaamse krab in kerriesaus en een palmentuin met sneeuwklokjes.
1397;16-3-2021;Een retro-interieur in de Haagse Schilderswijk, Ramon bakt een Oostenrijkse Apfelstrudel en roodbonte koeien om te knuffelen.
1398;17-3-2021;Wonen in een voormalige smederij uit de 17e eeuw, Leon Mazairac is bij de Reeuwijkse Plassen en proeft gemarineerde ganzenborst.
1399;18-3-2021;Het tiny house van zestien vierkante meter in Ouddorp, Alain proeft de Twentse koeken van Gijs en eekhoorns in de stadsparken van Amsterdam.
1400;19-3-2021;Theo-Bert Pot creëert meer eenheid in de woonkamer, Ramon is in Rotterdam en helpt Bob met zijn tijdelijke crisiscatering.
1401;20-3-2021;Een bijzonder pakhuis in Grongen, Sharon maakt een Japans groentegerecht en Marieke ziet dat de dieren 's nacht in het bos.
1402;22-3-2021;Wonen in een piepklein vissershuisje in Veere, Sharon maakt vega-nasi met roerbaktofu en sesam-ei en sneeuwklokjes in de tuin van Marjan.
1403;23-3-2021;Het huis van Mina heeft een multiculturele inrichting, Nadia proeft een groente-ontbijt en Jans tuin zit vol met vogels én de bosuil.
1404;24-3-2021;Valentijn bezoekt in Delft het Huis van Meerten, een mooi voorbeeld van de architectuur rond 1900, en in Alain ziet sterren: de familie Tsang.
1405;25-3-2021;Liselot en Remco wonen in een heuse pipowagen, Sharon maakt pindakaas-cheesecake met mokka en Martin maakt groene en volle borders.
1406;26-3-2021;Jacqueline valt als een blok voor een monumentaal herenhuis en Alain wil meer weten van de geschiedenis van het joodse Pesach.
1407;27-3-2021;Duurzaam leven in een glazen woonboot in Amersfoort, Ramon maakt een broodje Surinaamse kip en eekhoorns in de stadsparken van Amsterdam.
1408;29-3-2021;Een duurzaam droomhuis in Garderen, Sharon maakt gefrituurde rivierkreeftjes en Parktuin de Wildenborch heeft een sneeuwklokjestapijt.
1409;30-3-2021;Theo-Bert geeft een woonkamer kleur en eenheid, Ramon maakt een gevulde paascake en een dynamisch rivierlandschap langs de Maas in Limburg.
1410;31-3-2021;Een bijzonder grachtenpand met eigen concertzaal in Amsterdam en Alain bezoekt een familiebedrijf in verse kruiden.
1411;1-4-2021;Witte Donderdag: Pater Paul laat zijn klooster zien, Sharon maakt een paasontbijt voor haar oma en natuur en religie in het Kruiswegpark.
1412;2-4-2021;Wonen in een kerk in Den Bosch, Ramon maakt een lekkerbekje met remouladesaus en op de zorgboerderij verzorgen jongeren de lammetjes.
1413;3-4-2021;Een statig herenhuis in 17e-eeuwse sfeer in Kats en Ramon maakt een paasbrood en de boter die op het brood wordt gesmeerd.
1414;5-4-2021;Wonen in een oude smederij uit 1894 in Leeuwarden, Sharon maakt boerenkoolstamppot met chorizo en Amerikaanse miniatuurpaarden.
1415;6-4-2021;Wonen in een oude gevangenis in Hoorn, Ramon maakt Franse eclairs gevuld met room en heft effect van afval in de Schoorlse Duinen.
1416;7-4-2021;Een monument vol kunst en antiek boven De Passage in Den Haag en boerendochters Roos en Eline toveren een oude stal om tot ijswinkel.
1417;8-4-2021;Jaap en Beppy wonen in een duurzaam huis in Zutphen, Ramon maakt chili con carne met stoofvlees en uiensalsa en Martin neemt een verwaarloosde tuin onder handen.
1418;9-4-2021;Nadia op bezoek bij biodynamische aubergineteler Frank in Brielle en Camilla spot de zeearend in de Oostvaardersplassen.
1419;10-4-2021;Cultuurhistoricus Valentijn Carbo bezoekt Huis Trompenburgh en Alain gaat naar een familiebedrijf in verse kruiden.
1420;12-4-2021;Maartje is blij met haar interieur vol vintage, Sharon maakt een salade met kokossoep en vogels en bloeiers op Stania State in Friesland.
